"","simnum","dHat","nHat","pHat","pHatZeroNeg","pHatDropNeg","aHat","square","TrapSpacing","FielSize","CatchRadius","NumVentures","density"
"7210",2,0.424216323757764,190.048913043478,0.873339900723775,0.873339900723775,0.873339900723775,448,"5",4,31,2,4,0.5
"7211",3,0.484375,31,1,1,1,64,"1",4,31,2,4,0.5
"7212",3,0.4375,112,1,1,1,256,"2",4,31,2,4,0.5
"7213",3,0.487847222222222,281,1,1,1,576,"3",4,31,2,4,0.5
"7214",3,0.468768542325949,480.018987341772,0.920694841428186,0.920694841428186,0.920694841428186,1024,"4",4,31,2,4,0.5
"7215",3,0.444300518134715,199.046632124352,0.876282085173652,0.876282085173652,0.876282085173652,448,"5",4,31,2,4,0.5
"7216",4,0.46875,30,1,1,1,64,"1",4,31,2,4,0.5
"7217",4,0.5078125,130,1,1,1,256,"2",4,31,2,4,0.5
"7218",4,0.489583333333333,282,1,1,1,576,"3",4,31,2,4,0.5
"7219",4,0.467781661184211,479.008421052632,0.935247609176182,0.935247609176182,0.935247609176182,1024,"4",4,31,2,4,0.5
"7220",4,0.43977840488527,197.020725388601,0.898726063291633,0.898726063291633,0.898726063291633,448,"5",4,31,2,4,0.5
"7221",5,0.546875,35,1,1,1,64,"1",4,31,2,4,0.5
"7222",5,0.48828125,125,1,1,1,256,"2",4,31,2,4,0.5
"7223",5,0.494791666666667,285,1,1,1,576,"3",4,31,2,4,0.5
"7224",5,0.46875,480,1,1,1,1024,"4",4,31,2,4,0.5
"7225",5,0.435267857142857,195,1,1,1,448,"5",4,31,2,4,0.5
"7226",6,0.640625,41,1,1,1,64,"1",4,31,2,4,0.5
"7227",6,0.484375,124,1,1,1,256,"2",4,31,2,4,0.5
"7228",6,0.489583333333333,282,1,1,1,576,"3",4,31,2,4,0.5
"7229",6,0.467825493070362,479.053304904051,0.89729399624778,0.89729399624778,0.89729399624778,1024,"4",4,31,2,4,0.5
"7230",6,0.440030557677617,197.133689839572,0.838625693908024,0.838625693908024,0.838625693908024,448,"5",4,31,2,4,0.5
"7231",7,0.5625,36,1,1,1,64,"1",4,31,2,4,0.5
"7232",7,0.46875,120,1,1,1,256,"2",4,31,2,4,0.5
"7233",7,0.477430555555556,275,1,1,1,576,"3",4,31,2,4,0.5
"7234",7,0.467775484800839,479.002096436059,0.954261064625365,0.954261064625365,0.954261064625365,1024,"4",4,31,2,4,0.5
"7235",7,0.455368193069307,204.00495049505,0.92981375936564,0.92981375936564,0.92981375936564,448,"5",4,31,2,4,0.5
"7236",8,0.53125,34,1,1,1,64,"1",4,31,2,4,0.5
"7237",8,0.5078125,130,1,1,1,256,"2",4,31,2,4,0.5
"7238",8,0.487847222222222,281,1,1,1,576,"3",4,31,2,4,0.5
"7239",8,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7240",8,0.444242216117216,199.020512820513,0.899241455628024,0.899241455628024,0.899241455628024,448,"5",4,31,2,4,0.5
"7241",9,0.46875,30,1,1,1,64,"1",4,31,2,4,0.5
"7242",9,0.453125,116,1,1,1,256,"2",4,31,2,4,0.5
"7243",9,0.506944444444444,292,1,1,1,576,"3",4,31,2,4,0.5
"7244",9,0.467781661184211,479.008421052632,0.935247609176182,0.935247609176182,0.935247609176182,1024,"4",4,31,2,4,0.5
"7245",9,0.417459504293521,187.021857923497,0.896024951017993,0.896024951017993,0.896024951017993,448,"5",4,31,2,4,0.5
"7246",10,0.5625,36,1,1,1,64,"1",4,31,2,4,0.5
"7247",10,0.51171875,131,1,1,1,256,"2",4,31,2,4,0.5
"7248",10,0.506944444444444,292,1,1,1,576,"3",4,31,2,4,0.5
"7249",10,0.468758206407563,480.008403361345,0.935315377264685,0.935315377264685,0.935315377264685,1024,"4",4,31,2,4,0.5
"7250",10,0.419691381987578,188.021739130435,0.896304830526957,0.896304830526957,0.896304830526957,448,"5",4,31,2,4,0.5
"7251",1,0.828125,53,1,1,1,64,"1",4,31,2,4,1
"7252",1,0.9765625,250,1,1,1,256,"2",4,31,2,4,1
"7253",1,1.00347222222222,578,1,1,1,576,"3",4,31,2,4,1
"7254",1,0.938492958092865,961.016789087093,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,1
"7255",1,0.855005952380952,383.042666666667,0.897266900612497,0.897266900612497,0.897266900612497,448,"5",4,31,2,4,1
"7256",2,1.03125,66,1,1,1,64,"1",4,31,2,4,1
"7257",2,0.93359375,239,1,1,1,256,"2",4,31,2,4,1
"7258",2,0.996527777777778,574,1,1,1,576,"3",4,31,2,4,1
"7259",2,0.937537084651899,960.037974683544,0.920694841428186,0.920694841428186,0.920694841428186,1024,"4",4,31,2,4,1
"7260",2,0.861822001527884,386.096256684492,0.874343827512491,0.874343827512491,0.874343827512491,448,"5",4,31,2,4,1
"7261",3,0.921875,59,1,1,1,64,"1",4,31,2,4,1
"7262",3,0.984375,252,1,1,1,256,"2",4,31,2,4,1
"7263",3,0.986111111111111,568,1,1,1,576,"3",4,31,2,4,1
"7264",3,0.938485765706806,961.00942408377,0.944039978481502,0.944039978481502,0.944039978481502,1024,"4",4,31,2,4,1
"7265",3,0.877284053156146,393.023255813953,0.912294198069297,0.912294198069297,0.912294198069297,448,"5",4,31,2,4,1
"7266",4,1,64,1,1,1,64,"1",4,31,2,4,1
"7267",4,1.00390625,257,1,1,1,256,"2",4,31,2,4,1
"7268",4,1.05381944444444,607,1,1,1,576,"3",4,31,2,4,1
"7269",4,0.938477580813347,961.001042752868,0.967725138781605,0.967725138781605,0.967725138781605,1024,"4",4,31,2,4,1
"7270",4,0.790184912743507,354.002840909091,0.946775370458765,0.946775370458765,0.946775370458765,448,"5",4,31,2,4,1
"7271",5,0.921875,59,1,1,1,64,"1",4,31,2,4,1
"7272",5,0.87890625,225,1,1,1,256,"2",4,31,2,4,1
"7273",5,0.9375,540,1,1,1,576,"3",4,31,2,4,1
"7274",5,0.93850223449001,961.026288117771,0.927680393232454,0.927680393232454,0.927680393232454,1024,"4",4,31,2,4,1
"7275",5,0.939867917970108,421.060827250608,0.890367747586621,0.890367747586621,0.890367747586621,448,"5",4,31,2,4,1
"7276",6,0.890625,57,1,1,1,64,"1",4,31,2,4,1
"7277",6,1.01171875,259,1,1,1,256,"2",4,31,2,4,1
"7278",6,0.994791666666667,573,1,1,1,576,"3",4,31,2,4,1
"7279",6,0.93850223449001,961.026288117771,0.927680393232454,0.927680393232454,0.927680393232454,1024,"4",4,31,2,4,1
"7280",6,0.866219057067271,388.066137566138,0.885742263775242,0.885742263775242,0.885742263775242,448,"5",4,31,2,4,1
"7281",7,0.8125,52,1,1,1,64,"1",4,31,2,4,1
"7282",7,0.99609375,255,1,1,1,256,"2",4,31,2,4,1
"7283",7,1.00347523630401,578.001736111111,0.958369455287819,0.958369455287819,0.958369455287819,576,"3",4,31,2,4,1
"7284",7,0.938492958092865,961.016789087093,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,1
"7285",7,0.854964001515726,383.023872679045,0.911147668336136,0.911147668336136,0.911147668336136,448,"5",4,31,2,4,1
"7286",8,0.90625,58,1,1,1,64,"1",4,31,2,4,1
"7287",8,0.984375,252,1,1,1,256,"2",4,31,2,4,1
"7288",8,0.977430555555556,563,1,1,1,576,"3",4,31,2,4,1
"7289",8,0.93755058304704,960.051797040169,0.91429570837258,0.91429570837258,0.91429570837258,1024,"4",4,31,2,4,1
"7290",8,0.886446288698247,397.127937336815,0.866027174588583,0.866027174588583,0.866027174588583,448,"5",4,31,2,4,1
"7291",9,1.0625,68,1,1,1,64,"1",4,31,2,4,1
"7292",9,1.00390625,257,1,1,1,256,"2",4,31,2,4,1
"7293",9,0.982638888888889,566,1,1,1,576,"3",4,31,2,4,1
"7294",9,0.93755058304704,960.051797040169,0.91429570837258,0.91429570837258,0.91429570837258,1024,"4",4,31,2,4,1
"7295",9,0.879752114661654,394.128947368421,0.865508902535679,0.865508902535679,0.865508902535679,448,"5",4,31,2,4,1
"7296",10,0.953125,61,1,1,1,64,"1",4,31,2,4,1
"7297",10,1.00390625,257,1,1,1,256,"2",4,31,2,4,1
"7298",10,0.987847222222222,569,1,1,1,576,"3",4,31,2,4,1
"7299",10,0.93755058304704,960.051797040169,0.91429570837258,0.91429570837258,0.91429570837258,1024,"4",4,31,2,4,1
"7300",10,0.873057976506252,391.129973474801,0.86498456878317,0.86498456878317,0.86498456878317,448,"5",4,31,2,4,1
"7301",1,1.703125,109,1,1,1,64,"1",4,31,2,4,1.5
"7302",1,1.5078125,386,1,1,1,256,"2",4,31,2,4,1.5
"7303",1,1.55034722222222,893,1,1,1,576,"3",4,31,2,4,1.5
"7304",1,1.40726009548003,1441.03433777155,0.930132622146348,0.930132622146348,0.930132622146348,1024,"4",4,31,2,4,1.5
"7305",1,1.22341910781166,548.091760299625,0.886250266600625,0.886250266600625,0.886250266600625,448,"5",4,31,2,4,1.5
"7306",2,1.484375,95,1,1,1,64,"1",4,31,2,4,1.5
"7307",2,1.44140625,369,1,1,1,256,"2",4,31,2,4,1.5
"7308",2,1.49826388888889,863,1,1,1,576,"3",4,31,2,4,1.5
"7309",2,1.40529807397512,1439.02522775053,0.935292811548759,0.935292811548759,0.935292811548759,1024,"4",4,31,2,4,1.5
"7310",2,1.28585676291793,576.063829787234,0.897402164791485,0.897402164791485,0.897402164791485,448,"5",4,31,2,4,1.5
"7311",3,1.46875,94,1,1,1,64,"1",4,31,2,4,1.5
"7312",3,1.4921875,382,1,1,1,256,"2",4,31,2,4,1.5
"7313",3,1.50694444444444,868,1,1,1,576,"3",4,31,2,4,1.5
"7314",3,1.40726009548003,1441.03433777155,0.930132622146348,0.930132622146348,0.930132622146348,1024,"4",4,31,2,4,1.5
"7315",3,1.2792135190391,573.087656529517,0.888790777513384,0.888790777513384,0.888790777513384,448,"5",4,31,2,4,1.5
"7316",4,1.546875,99,1,1,1,64,"1",4,31,2,4,1.5
"7317",4,1.5,384,1,1,1,256,"2",4,31,2,4,1.5
"7318",4,1.50347222222222,866,1,1,1,576,"3",4,31,2,4,1.5
"7319",4,1.40724362334032,1441.01747030049,0.940992422940627,0.940992422940627,0.940992422940627,1024,"4",4,31,2,4,1.5
"7320",4,1.2835809102402,575.044247787611,0.906341418841831,0.906341418841831,0.906341418841831,448,"5",4,31,2,4,1.5
"7321",5,1.84375,118,1,1,1,64,"1",4,31,2,4,1.5
"7322",5,1.55859375,399,1,1,1,256,"2",4,31,2,4,1.5
"7323",5,1.50173611111111,865,1,1,1,576,"3",4,31,2,4,1.5
"7324",5,1.40529052221833,1439.01749475157,0.940951288340261,0.940951288340261,0.940951288340261,1024,"4",4,31,2,4,1.5
"7325",5,1.28134894250253,574.044326241135,0.906259153932551,0.906259153932551,0.906259153932551,448,"5",4,31,2,4,1.5
"7326",6,1.796875,115,1,1,1,64,"1",4,31,2,4,1.5
"7327",6,1.61328125,413,1,1,1,256,"2",4,31,2,4,1.5
"7328",6,1.5,864,1,1,1,576,"3",4,31,2,4,1.5
"7329",6,1.40723746619853,1441.0111653873,0.947240385745234,0.947240385745234,0.947240385745234,1024,"4",4,31,2,4,1.5
"7330",6,1.28800919533015,577.028119507909,0.916448801371129,0.916448801371129,0.916448801371129,448,"5",4,31,2,4,1.5
"7331",7,1.421875,91,1,1,1,64,"1",4,31,2,4,1.5
"7332",7,1.50390625,385,1,1,1,256,"2",4,31,2,4,1.5
"7333",7,1.49305555555556,860,1,1,1,576,"3",4,31,2,4,1.5
"7334",7,1.40728215038651,1441.05692199578,0.920722536612747,0.920722536612747,0.920722536612747,1024,"4",4,31,2,4,1.5
"7335",7,1.29719614311089,581.143872113677,0.874563698498936,0.874563698498936,0.874563698498936,448,"5",4,31,2,4,1.5
"7336",8,1.359375,87,1,1,1,64,"1",4,31,2,4,1.5
"7337",8,1.3203125,338,1,1,1,256,"2",4,31,2,4,1.5
"7338",8,1.46180555555556,842,1,1,1,576,"3",4,31,2,4,1.5
"7339",8,1.4072511644944,1441.02519244227,0.935337919388644,0.935337919388644,0.935337919388644,1024,"4",4,31,2,4,1.5
"7340",8,1.33719046605013,599.06132879046,0.899411512364204,0.899411512364204,0.899411512364204,448,"5",4,31,2,4,1.5
"7341",9,1.484375,95,1,1,1,64,"1",4,31,2,4,1.5
"7342",9,1.48046875,379,1,1,1,256,"2",4,31,2,4,1.5
"7343",9,1.5,864,1,1,1,576,"3",4,31,2,4,1.5
"7344",9,1.4072511644944,1441.02519244227,0.935337919388644,0.935337919388644,0.935337919388644,1024,"4",4,31,2,4,1.5
"7345",9,1.28808865360303,577.063716814159,0.897492044646852,0.897492044646852,0.897492044646852,448,"5",4,31,2,4,1.5
"7346",10,1.6875,108,1,1,1,64,"1",4,31,2,4,1.5
"7347",10,1.55078125,397,1,1,1,256,"2",4,31,2,4,1.5
"7348",10,1.47222222222222,848,1,1,1,576,"3",4,31,2,4,1.5
"7349",10,1.40626707277098,1440.01748251748,0.940971866389904,0.940971866389904,0.940971866389904,1024,"4",4,31,2,4,1.5
"7350",10,1.32152445385371,592.042955326461,0.907707597474743,0.907707597474743,0.907707597474743,448,"5",4,31,2,4,1.5
"7351",1,2.109375,135,1,1,1,64,"1",4,31,2,4,2
"7352",1,2.1484375,550,1,1,1,256,"2",4,31,2,4,2
"7353",1,2.07465423302598,1195.00083822297,0.971060045991338,0.971060045991338,0.971060045991338,576,"3",4,31,2,4,2
"7354",1,1.87698591618573,1922.03357817419,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,2
"7355",1,1.62292125826488,727.068723702665,0.901398670281673,0.901398670281673,0.901398670281673,448,"5",4,31,2,4,2
"7356",2,1.875,120,1,1,1,64,"1",4,31,2,4,2
"7357",2,1.96484375,503,1,1,1,256,"2",4,31,2,4,2
"7358",2,2.02430555555556,1166,1,1,1,576,"3",4,31,2,4,2
"7359",2,1.87698591618573,1922.03357817419,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,2
"7360",2,1.68769305019305,756.086486486486,0.896582462000996,0.896582462000996,0.896582462000996,448,"5",4,31,2,4,2
"7361",3,2,128,1,1,1,64,"1",4,31,2,4,2
"7362",3,2.1015625,538,1,1,1,256,"2",4,31,2,4,2
"7363",3,2.00520833333333,1155,1,1,1,576,"3",4,31,2,4,2
"7364",3,1.87700446898002,1922.05257623554,0.927680393232454,0.927680393232454,0.927680393232454,1024,"4",4,31,2,4,2
"7365",3,1.71235238573341,767.133868808568,0.885065063491909,0.885065063491909,0.885065063491909,448,"5",4,31,2,4,2
"7366",4,2.09375,134,1,1,1,64,"1",4,31,2,4,2
"7367",4,2.09375,536,1,1,1,256,"2",4,31,2,4,2
"7368",4,2.05034722222222,1181,1,1,1,576,"3",4,31,2,4,2
"7369",4,1.87500459198668,1920.00470219436,0.960440611393538,0.960440611393538,0.960440611393538,1024,"4",4,31,2,4,2
"7370",4,1.64958097836679,739.012278308322,0.936155760193094,0.936155760193094,0.936155760193094,448,"5",4,31,2,4,2
"7371",5,1.8125,116,1,1,1,64,"1",4,31,2,4,2
"7372",5,1.90234375,487,1,1,1,256,"2",4,31,2,4,2
"7373",5,2.015625,1161,1,1,1,576,"3",4,31,2,4,2
"7374",5,1.87696589386114,1922.01307531381,0.948929048913675,0.948929048913675,0.948929048913675,1024,"4",4,31,2,4,2
"7375",5,1.69873501997337,761.033288948069,0.918674993920956,0.918674993920956,0.918674993920956,448,"5",4,31,2,4,2
"7376",6,1.921875,123,1,1,1,64,"1",4,31,2,4,2
"7377",6,1.9921875,510,1,1,1,256,"2",4,31,2,4,2
"7378",6,1.97916666666667,1140,1,1,1,576,"3",4,31,2,4,2
"7379",6,1.87605069270559,1921.07590933052,0.920715615536878,0.920715615536878,0.920715615536878,1024,"4",4,31,2,4,2
"7380",6,1.74372817984525,781.190224570674,0.875081300821609,0.875081300821609,0.875081300821609,448,"5",4,31,2,4,2
"7381",7,2.109375,135,1,1,1,64,"1",4,31,2,4,2
"7382",7,2.0546875,526,1,1,1,256,"2",4,31,2,4,2
"7383",7,1.97395833333333,1137,1,1,1,576,"3",4,31,2,4,2
"7384",7,1.87697820443527,1922.02568134172,0.939540488916815,0.939540488916815,0.939540488916815,1024,"4",4,31,2,4,2
"7385",7,1.75237400407634,785.0635538262,0.905145219910051,0.905145219910051,0.905145219910051,448,"5",4,31,2,4,2
"7386",8,2.078125,133,1,1,1,64,"1",4,31,2,4,2
"7387",8,2.0625,528,1,1,1,256,"2",4,31,2,4,2
"7388",8,2.03819444444444,1174,1,1,1,576,"3",4,31,2,4,2
"7389",8,1.87699466993829,1922.04254201681,0.931409531431378,0.931409531431378,0.931409531431378,1024,"4",4,31,2,4,2
"7390",8,1.6698905332681,748.11095890411,0.889643216083344,0.889643216083344,0.889643216083344,448,"5",4,31,2,4,2
"7391",9,1.96875,126,1,1,1,64,"1",4,31,2,4,2
"7392",9,2.0078125,514,1,1,1,256,"2",4,31,2,4,2
"7393",9,1.96180555555556,1130,1,1,1,576,"3",4,31,2,4,2
"7394",9,1.87599497855553,1921.01885804086,0.944025369416766,0.944025369416766,0.944025369416766,1024,"4",4,31,2,4,2
"7395",9,1.76572815422703,791.04621309371,0.912573962105613,0.912573962105613,0.912573962105613,448,"5",4,31,2,4,2
"7396",10,1.890625,121,1,1,1,64,"1",4,31,2,4,2
"7397",10,1.9921875,510,1,1,1,256,"2",4,31,2,4,2
"7398",10,1.984375,1143,1,1,1,576,"3",4,31,2,4,2
"7399",10,1.87698591618573,1922.03357817419,0.935349181616476,0.935349181616476,0.935349181616476,1024,"4",4,31,2,4,2
"7400",10,1.73902651656993,779.083879423329,0.898136685260328,0.898136685260328,0.898136685260328,448,"5",4,31,2,4,2
"7401",1,0.3125,20,1,1,1,64,"1",4,32,2,4,0.5
"7402",1,0.36328125,93,1,1,1,256,"2",4,32,2,4,0.5
"7403",1,0.451388888888889,260,1,1,1,576,"3",4,32,2,4,0.5
"7404",1,0.499119718309859,511.098591549296,0.882148869802242,0.882148869802242,0.882148869802242,1024,"4",4,32,2,4,0.5
"7405",1,0.560729355033153,251.206751054852,0.83062312852646,0.83062312852646,0.83062312852646,448,"5",4,32,2,4,0.5
"7406",2,0.5,32,1,1,1,64,"1",4,32,2,4,0.5
"7407",2,0.5234375,134,1,1,1,256,"2",4,32,2,4,0.5
"7408",2,0.522569444444444,301,1,1,1,576,"3",4,32,2,4,0.5
"7409",2,0.499025356090373,511.001964636542,0.955719255722995,0.955719255722995,0.955719255722995,1024,"4",4,32,2,4,0.5
"7410",2,0.468760731456044,210.004807692308,0.930828553613393,0.930828553613393,0.930828553613393,448,"5",4,32,2,4,0.5
"7411",3,0.546875,35,1,1,1,64,"1",4,32,2,4,0.5
"7412",3,0.48046875,123,1,1,1,256,"2",4,32,2,4,0.5
"7413",3,0.479166666666667,276,1,1,1,576,"3",4,32,2,4,0.5
"7414",3,0.499119718309859,511.098591549296,0.882148869802242,0.882148869802242,0.882148869802242,1024,"4",4,32,2,4,0.5
"7415",3,0.525048480930834,235.221719457014,0.824780838987384,0.824780838987384,0.824780838987384,448,"5",4,32,2,4,0.5
"7416",4,0.578125,37,1,1,1,64,"1",4,32,2,4,0.5
"7417",4,0.59765625,153,1,1,1,256,"2",4,32,2,4,0.5
"7418",4,0.53125,306,1,1,1,576,"3",4,32,2,4,0.5
"7419",4,0.499040841584158,511.017821782178,0.923152672063216,0.923152672063216,0.923152672063216,1024,"4",4,32,2,4,0.5
"7420",4,0.45769023689878,205.045226130653,0.878133330444642,0.878133330444642,0.878133330444642,448,"5",4,32,2,4,0.5
"7421",5,0.609375,39,1,1,1,64,"1",4,32,2,4,0.5
"7422",5,0.6015625,154,1,1,1,256,"2",4,32,2,4,0.5
"7423",5,0.543402777777778,313,1,1,1,576,"3",4,32,2,4,0.5
"7424",5,0.500017369688735,512.017786561265,0.923228197710884,0.923228197710884,0.923228197710884,1024,"4",4,32,2,4,0.5
"7425",5,0.444300518134715,199.046632124352,0.876282085173652,0.876282085173652,0.876282085173652,448,"5",4,32,2,4,0.5
"7426",6,0.703125,45,1,1,1,64,"1",4,32,2,4,0.5
"7427",6,0.5234375,134,1,1,1,256,"2",4,32,2,4,0.5
"7428",6,0.482638888888889,278,1,1,1,576,"3",4,32,2,4,0.5
"7429",6,0.498143349924395,510.098790322581,0.882031779728455,0.882031779728455,0.882031779728455,1024,"4",4,32,2,4,0.5
"7430",6,0.518358863040629,232.224770642202,0.823616579262361,0.823616579262361,0.823616579262361,448,"5",4,32,2,4,0.5
"7431",7,0.421875,27,1,1,1,64,"1",4,32,2,4,0.5
"7432",7,0.4921875,126,1,1,1,256,"2",4,32,2,4,0.5
"7433",7,0.484375,279,1,1,1,576,"3",4,32,2,4,0.5
"7434",7,0.500160124620445,512.163967611336,0.866236611379687,0.866236611379687,0.866236611379687,1024,"4",4,32,2,4,0.5
"7435",7,0.52093023255814,233.376744186047,0.799554068565682,0.799554068565682,0.799554068565682,448,"5",4,32,2,4,0.5
"7436",8,0.609375,39,1,1,1,64,"1",4,32,2,4,0.5
"7437",8,0.51171875,131,1,1,1,256,"2",4,32,2,4,0.5
"7438",8,0.520833333333333,300,1,1,1,576,"3",4,32,2,4,0.5
"7439",8,0.5000703125,512.072,0.891106898703906,0.891106898703906,0.891106898703906,1024,"4",4,32,2,4,0.5
"7440",8,0.473616071428571,212.18,0.829335962803428,0.829335962803428,0.829335962803428,448,"5",4,32,2,4,0.5
"7441",9,0.4375,28,1,1,1,64,"1",4,32,2,4,0.5
"7442",9,0.4921875,126,1,1,1,256,"2",4,32,2,4,0.5
"7443",9,0.506950431034483,292.003448275862,0.941378961823945,0.941378961823945,0.941378961823945,576,"3",4,32,2,4,0.5
"7444",9,0.498173393218623,510.12955465587,0.873761119380439,0.873761119380439,0.873761119380439,1024,"4",4,32,2,4,0.5
"7445",9,0.487143294817927,218.240196078431,0.817858968240989,0.817858968240989,0.817858968240989,448,"5",4,32,2,4,0.5
"7446",10,0.40625,26,1,1,1,64,"1",4,32,2,4,0.5
"7447",10,0.46875,120,1,1,1,256,"2",4,32,2,4,0.5
"7448",10,0.465277777777778,268,1,1,1,576,"3",4,32,2,4,0.5
"7449",10,0.499183886916836,511.16430020284,0.866103447196764,0.866103447196764,0.866103447196764,1024,"4",4,32,2,4,0.5
"7450",10,0.543214285714286,243.36,0.803883864861816,0.803883864861816,0.803883864861816,448,"5",4,32,2,4,0.5
"7451",1,1.03125,66,1,1,1,64,"1",4,32,2,4,1
"7452",1,0.9921875,254,1,1,1,256,"2",4,32,2,4,1
"7453",1,1.01909722222222,587,1,1,1,576,"3",4,32,2,4,1
"7454",1,0.996259785274145,1020.17002012072,0.886379435963396,0.886379435963396,0.886379435963396,1024,"4",4,32,2,4,1
"7455",1,0.967444717444717,433.415233415233,0.824067112362751,0.824067112362751,0.824067112362751,448,"5",4,32,2,4,1
"7456",2,0.875,56,1,1,1,64,"1",4,32,2,4,1
"7457",2,0.96875,248,1,1,1,256,"2",4,32,2,4,1
"7458",2,0.998263888888889,575,1,1,1,576,"3",4,32,2,4,1
"7459",2,0.99742894837233,1021.36724313327,0.862297146549887,0.862297146549887,0.862297146549887,1024,"4",4,32,2,4,1
"7460",2,0.997510723039216,446.884803921569,0.789058095392504,0.789058095392504,0.789058095392504,448,"5",4,32,2,4,1
"7461",3,1.109375,71,1,1,1,64,"1",4,32,2,4,1
"7462",3,0.94921875,243,1,1,1,256,"2",4,32,2,4,1
"7463",3,0.989583333333333,570,1,1,1,576,"3",4,32,2,4,1
"7464",3,0.997510214504597,1021.45045965271,0.855086232538106,0.855086232538106,0.855086232538106,1024,"4",4,32,2,4,1
"7465",3,1.0091032134125,452.078239608802,0.779008576405496,0.779008576405496,0.779008576405496,448,"5",4,32,2,4,1
"7466",4,1.015625,65,1,1,1,64,"1",4,32,2,4,1
"7467",4,1.0390625,266,1,1,1,256,"2",4,32,2,4,1
"7468",4,1.02256944444444,589,1,1,1,576,"3",4,32,2,4,1
"7469",4,0.994282098843058,1018.14486921529,0.890782650538208,0.890782650538208,0.890782650538208,1024,"4",4,32,2,4,1
"7470",4,0.958382936507936,429.355555555556,0.830362214064006,0.830362214064006,0.830362214064006,448,"5",4,32,2,4,1
"7471",5,1.09375,70,1,1,1,64,"1",4,32,2,4,1
"7472",5,0.99609375,255,1,1,1,256,"2",4,32,2,4,1
"7473",5,1.01215277777778,583,1,1,1,576,"3",4,32,2,4,1
"7474",5,0.998070999567688,1022.02470355731,0.929882806348055,0.929882806348055,0.929882806348055,1024,"4",4,32,2,4,1
"7475",5,0.980040792540793,439.058275058275,0.892665302314727,0.892665302314727,0.892665302314727,448,"5",4,32,2,4,1
"7476",6,0.953125,61,1,1,1,64,"1",4,32,2,4,1
"7477",6,0.9453125,242,1,1,1,256,"2",4,32,2,4,1
"7478",6,0.946180555555556,545,1,1,1,576,"3",4,32,2,4,1
"7479",6,0.999275707933905,1023.25832492432,0.873949301667349,0.873949301667349,0.873949301667349,1024,"4",4,32,2,4,1
"7480",6,1.06824551569507,478.57399103139,0.813903157920306,0.813903157920306,0.813903157920306,448,"5",4,32,2,4,1
"7481",7,0.90625,58,1,1,1,64,"1",4,32,2,4,1
"7482",7,1.0234375,262,1,1,1,256,"2",4,32,2,4,1
"7483",7,1.00347222222222,578,1,1,1,576,"3",4,32,2,4,1
"7484",7,0.99821257686998,1022.16967871486,0.886492098920242,0.886492098920242,0.886492098920242,1024,"4",4,32,2,4,1
"7485",7,0.991973897812714,444.404306220096,0.826326706160563,0.826326706160563,0.826326706160563,448,"5",4,32,2,4,1
"7486",8,1.046875,67,1,1,1,64,"1",4,32,2,4,1
"7487",8,1.015625,260,1,1,1,256,"2",4,32,2,4,1
"7488",8,0.958333333333333,552,1,1,1,576,"3",4,32,2,4,1
"7489",8,0.998187781813627,1022.14428857715,0.890999137073086,0.890999137073086,0.890999137073086,1024,"4",4,32,2,4,1
"7490",8,1.04982783472133,470.322869955157,0.838133161634492,0.838133161634492,0.838133161634492,448,"5",4,32,2,4,1
"7491",9,0.90625,58,1,1,1,64,"1",4,32,2,4,1
"7492",9,1.05078125,269,1,1,1,256,"2",4,32,2,4,1
"7493",9,1.01736111111111,586,1,1,1,576,"3",4,32,2,4,1
"7494",9,0.997292034561049,1021.22704339051,0.877891291140541,0.877891291140541,0.877891291140541,1024,"4",4,32,2,4,1
"7495",9,0.972222222222222,435.555555555556,0.811017763495386,0.811017763495386,0.811017763495386,448,"5",4,32,2,4,1
"7496",10,1.0625,68,1,1,1,64,"1",4,32,2,4,1
"7497",10,0.9375,240,1,1,1,256,"2",4,32,2,4,1
"7498",10,0.984375,567,1,1,1,576,"3",4,32,2,4,1
"7499",10,0.998444660132383,1022.40733197556,0.858719853339829,0.858719853339829,0.858719853339829,1024,"4",4,32,2,4,1
"7500",10,1.01777646299484,455.963855421687,0.785577493032441,0.785577493032441,0.785577493032441,448,"5",4,32,2,4,1
"7501",1,1.28125,82,1,1,1,64,"1",4,32,2,4,1.5
"7502",1,1.5,384,1,1,1,256,"2",4,32,2,4,1.5
"7503",1,1.47916666666667,852,1,1,1,576,"3",4,32,2,4,1.5
"7504",1,1.49632971992135,1532.24163319946,0.887938266470607,0.887938266470607,0.887938266470607,1024,"4",4,32,2,4,1.5
"7505",1,1.51911228860703,680.56230529595,0.83045848066739,0.83045848066739,0.83045848066739,448,"5",4,32,2,4,1.5
"7506",2,1.515625,97,1,1,1,64,"1",4,32,2,4,1.5
"7507",2,1.51171875,387,1,1,1,256,"2",4,32,2,4,1.5
"7508",2,1.50520833333333,867,1,1,1,576,"3",4,32,2,4,1.5
"7509",2,1.49626041666667,1532.17066666667,0.897266900612497,0.897266900612497,0.897266900612497,1024,"4",4,32,2,4,1.5
